zip,state
73944,OK
73945,OK
73946,OK
73947,OK
74058,OK
74084,OK
74534,OK
74536,OK
74540,OK
74543,OK
74549,OK
74557,OK
74563,OK
74578,OK
74630,OK
74633,OK
74724,OK
74833,OK
74878,OK
27808,NC
27810,NC
27824,NC
27925,NC
27927,NC
27928,NC
27939,NC
27941,NC
27946,NC
27962,NC
27978,NC
28135,NC
28511,NC
28581,NC
28733,NC
28774,NC
46349,IN
46366,IN
46996,IN
47174,IN
47917,IN
47932,IN
22514,VA
22969,VA
23004,VA
23024,VA
23110,VA
23310,VA
23888,VA
23927,VA
23937,VA
24413,VA
24433,VA
70041,LA
70358,LA
70631,LA
70632,LA
70648,LA
70653,LA
70753,LA
71002,LA
71016,LA
71038,LA
71048,LA
71219,LA
71223,LA
71232,LA
71243,LA
71254,LA
71316,LA
71357,LA
71418,LA
71423,LA
71455,LA
71631,AR
71635,AR
71638,AR
71639,AR
71643,AR
71647,AR
71655,AR
71747,AR
71921,AR
71937,AR
71945,AR
71952,AR
71953,AR
71957,AR
72006,AR
72017,AR
72048,AR
72422,AR
72469,AR
72583,AR
72585,AR
72617,AR
72628,AR
72650,AR
72679,AR
72827,AR
